GeneID,PC1,PC2,PC3,PC4,PC5,PC6,PC7
ZBTB40,-1.428706089,-1.268827619,1.547631099,0.405957549,0.29060972,-0.029364954,0.590312586
KCND2,1.865747606,1.39342518,-0.883337582,-1.590891894,1.242142353,-1.31531867,1.129063716
ARL1,-2.249632815,0.496839119,0.179572902,0.420145731,-0.01873131,-0.107515153,0.581026539
TRIM55,-1.959850307,0.213933772,-0.171239608,0.229907763,0.38929373,-0.433258454,1.536986175
ACYP2,-2.07725817,1.058955835,-1.079720495,-0.274847117,0.040426714,0.305747026,-0.109792052
CSMD1,1.624034068,-2.206893457,0.672360627,0.528285752,0.88396811,-2.33568965,0.457283639
TMEM263,-0.320982241,-0.48017461,-0.259181865,0.895069073,0.040583846,1.817680216,0.619260616
RPL26,-2.458439771,0.130952492,0.106283626,0.217301806,0.444341269,-0.26676963,-0.354395624
TRMT61A,-0.284699637,-1.474860412,1.008071583,-0.757198382,-1.56237878,0.5021918,1.173547037
SLC4A4,0.197561773,-0.633498431,-1.864273859,0.304644379,1.63283511,1.597829812,0.412602318
COPZ1,-1.48303813,1.150343933,-0.178747324,0.294299142,-1.348786825,0.163131809,0.104778278
MKX,2.087396867,1.557992361,-0.240232914,-1.603422509,0.921760239,-1.750052079,1.1135513
RRS1,-1.982231007,0.604443527,0.301277512,-0.682908499,-0.251176591,-0.006858673,-0.559232408
CLASRP,0.423499118,-0.674694169,0.828636847,-1.386463423,2.055753089,-0.92408638,-0.331680595
RRP1,-1.079711978,1.068230096,1.184150408,0.633697271,-0.93645563,-0.387223646,0.11678618
HAGHL,-1.631031799,1.45319357,-0.38012674,-0.1013474,0.648640587,-0.760914323,0.673866488
ZNF143,-1.785006302,-0.067784892,-1.227363838,-1.377599663,-0.771303513,-0.026689263,-0.399499782
LSAMP,1.683742377,0.045058326,-3.094312953,-0.487719219,-0.220426377,-0.902248947,-0.049379728
MYL4,1.415245565,1.823462704,-0.979490113,-0.828037387,0.58445347,1.012942266,1.231505995
MCRIP1,0.878279955,2.573820361,-0.544115205,-0.409431459,-0.883684617,-0.025037803,0.729198919
DNAJC30,-0.100228483,2.566814098,0.502900913,0.359941094,-0.291262559,-1.041939422,-0.412077573
PRCP,2.231303387,0.293832268,-2.117142838,0.93286097,-0.261660902,1.195077095,0.418989559
PPM1B,2.217306634,1.867343744,1.185636984,0.052696454,0.17367223,0.839329498,-0.485092235
BLNK,0.623325918,-1.585625118,-1.138310845,1.537179602,0.701021231,0.758174605,-1.55262494
PRPF40A,-2.284818539,0.611978572,-0.209123608,0.350523243,-0.263476264,0.08731499,0.044946392
MAML3,-0.67755478,2.070614267,-1.156795388,-0.679216025,-0.073784558,-0.304425457,-0.349628482
SLC38A11,2.812018851,0.368471586,-0.143254376,-0.961432399,1.903927771,-0.211104207,-1.433214748
FNIP2,1.664214505,1.674573613,-0.732636457,0.796079989,0.517350977,0.873506794,0.331595194
SFMBT2,2.245317701,0.836410445,-1.986168338,-0.05026259,-1.097246614,0.331258785,-0.065536842
STK19,-0.020165888,-1.617072584,-0.329389328,0.506237493,-0.031507973,0.058794137,-0.376704153
EXOC5,-1.101484907,-1.565353537,0.68060954,0.917349288,-0.245263637,1.187619047,-0.387395254
MMGT1,-1.625150342,-0.314726549,1.113274736,-0.02433903,0.801162294,-0.172084834,1.064910547
EXOSC5,-2.014321941,0.911458846,0.195902617,-0.005303355,-0.433794799,-0.531711104,0.027929808
TAOK3,2.07199778,-0.322777083,-2.167099555,0.849609494,-0.174831652,1.062986655,0.134360518
SLC38A10,3.343972996,-0.812913132,1.04900347,-1.002178807,-0.067696764,0.294744583,0.437224766
DDHD2,-0.06736152,-2.965150878,0.991520416,-0.315596458,-0.233081383,0.01000658,0.153773768
NACA,-1.736245942,1.655376374,-0.319917957,-0.43313599,-0.195607045,0.447642847,0.193064839
CXCL12,2.276379732,0.782712817,0.068565675,1.027946548,0.120366196,1.45464118,-0.743982406
PHF5A,-1.938708676,1.206719333,-0.139572247,-0.474012859,-0.348716117,0.073451105,0.504975699
FIZ1,-2.07483986,0.685585454,0.571743111,0.396278746,0.227228683,-0.358518802,-0.535584416
ACVR2B,-1.816169153,0.079019631,-0.005973126,0.732051063,0.513583905,-0.951999836,-1.134581095
ZCCHC14,-0.774987396,-0.598586335,-0.083004212,-1.777773814,-0.743522063,1.61973745,-0.243595187
NOL4L,2.241012185,-2.194697087,0.85037229,-0.326792824,-0.346181624,0.661569767,-0.262474325
CRACR2A,3.187181668,1.167450822,0.31369309,0.683827912,0.257080967,0.539715057,0.185952255
HIPK2,-1.58267412,-0.616347765,0.127534506,1.295329815,-0.988690099,-0.221835276,0.682227599
STX17,-1.686521435,1.618596859,-0.482408262,0.520514882,-0.144344365,0.148572148,0.352761858
NOL10,-2.05593263,-0.768975641,0.28518733,0.191089462,0.809615612,0.489481061,0.544463198
SMIM20,-1.163367255,1.969815045,-0.23909034,0.220321916,0.037852476,0.445336384,-1.002079267
OBSCN,-0.674677624,2.550627539,0.491273784,0.34038669,0.418635886,0.180667558,-0.047684543
MRPS36,2.336545627,1.964671878,1.161448914,-0.466892239,-0.103603484,0.293273082,0.211814075
RPS7,-2.217111003,0.089154916,0.827271008,0.011503318,0.513487544,-0.22207101,0.146016552
SNRPA,-1.103849558,1.273816344,0.369866479,-0.154386094,-1.113967533,0.848576464,-0.540688998
TMEM236,0.301004301,0.676751472,0.060431928,-0.707558413,-0.530876707,-2.00045857,-0.708146133
CEP128,-0.090607699,-2.392804107,0.057886641,-1.158572966,-0.111502789,1.381252744,-0.308409013
C1QTNF7,2.018438052,0.385902071,0.569994375,-0.164817604,-1.493834575,-2.191955603,0.726445904
SEC22C,0.242749678,-0.375446036,-0.739510259,1.363983348,-0.323234519,-0.877389632,-0.154180581
SKIC8,-1.999148821,-0.054112141,-0.047598643,-0.098345506,-0.36618974,0.471469811,0.070127069
DPP6,2.622819591,0.493671955,-0.853009166,-0.953456634,0.513854331,-1.821235776,0.520265629
KSR2,0.123473819,-0.060318029,-0.493454203,1.093112025,-0.697934167,1.114225403,-0.041880521
DOT1L,2.743027892,-0.644505309,0.780475744,1.041654496,1.486338828,0.616758134,0.527072883
PCLO,-0.915282473,-2.312092937,0.130134566,-0.154404635,2.012108654,-1.006092429,-0.261906625
AKAP6,1.343499015,1.881076991,0.713758188,1.631648112,1.118262658,-0.763010013,-0.191427174
MDC1,-1.127433986,-0.789839196,0.153040823,-0.796621817,-1.51151446,0.437982857,-0.265179207
U2AF1,-2.024293551,0.10092712,0.115482843,-0.120789265,-0.513559877,0.382654915,-0.741194631
MED9,-1.021489761,1.437187963,0.554232447,1.20178444,-0.582998983,0.07141578,-0.340276253
CD2AP,1.115371549,-2.643129718,0.500152201,-0.50363313,1.07343248,0.089408806,-1.242806493
GDPD1,0.76525713,-0.655986117,1.696189541,-2.485325532,-0.149231163,-0.186521175,0.565490418
DLGAP4,-1.929239724,-1.312183595,-0.55287003,1.115110884,1.00395237,-0.249922913,0.173627722
TNNT3,-1.991580018,1.324014423,-1.07546007,-0.341959083,0.311368138,-0.487571805,0.052653241
EXT1,2.640458526,-1.72828814,0.378746118,1.441421291,0.076178957,0.312781922,-0.32330475
CYP2D6,-0.421882509,-0.602436227,0.063705866,-2.905998144,1.000859108,-0.076973726,-1.041216368
KALRN,0.590943255,-2.047312947,0.875910833,-2.013835124,1.137954959,-1.02029012,-0.27835946
BOD1L1,-2.204826135,0.334369752,0.90982834,-0.096907165,0.128006991,-0.301062525,-0.188583747
ARMT1,-2.202071502,0.605086614,0.298418491,-0.142011912,-0.560230066,0.044523802,-0.144532985
MOSPD2,1.17732267,-0.297248648,1.249965397,0.387507745,-1.007210552,1.070696428,0.658282504
CFD,1.257612401,-1.658288283,0.530806772,1.462021373,-1.455550946,-1.385550777,-0.421447837
RPS17,-2.476115938,0.203637462,0.331810171,-0.051831889,0.603993731,-0.368521393,-0.388656854
MYL1,2.175507864,0.092797512,-2.477863353,0.583099419,1.420546837,0.059302381,0.915618029
SUCLG2,1.222210893,2.026355422,1.761325114,-0.05630411,0.805379232,0.577592772,-0.399959082
PATJ,2.466418855,1.966329166,-0.326677922,-0.232516746,1.017652216,0.143263079,-1.612435903
SPHK1,1.22209572,0.33045294,1.456360762,1.146151175,2.550571414,-0.86666915,0.148345812
CCDC62,2.078277211,0.517267138,-0.627840997,0.89669951,0.989761485,1.052503179,0.415998463
SSBP3,-2.25109548,-0.966754697,-0.216835208,0.699175741,0.072196163,-0.34156169,-0.751490104
ZSCAN20,-0.368970168,-0.546122245,-0.043689791,-1.876555677,-0.161933176,1.702107775,0.720858405
RBAK,-1.026415876,-0.065153588,-0.518095353,0.14276673,1.030736888,0.306436609,0.772277934
SLC25A3,1.986862021,0.778454662,1.946270671,-1.322952974,0.753913083,0.93203633,-0.567218229
MYT1L,0.299550186,-0.280391681,-2.695534469,-1.016405065,0.975437538,-2.102089461,0.620011144
PPP4R1,-0.383977968,-0.168890397,-0.178725342,1.260424722,0.941924231,2.290611085,-0.231263317
RCC1L,-0.964212872,1.010521493,0.48719932,0.442685909,0.910344105,0.670049536,-1.241408921
FLOT2,0.391596002,2.523188485,-1.381038264,-0.383167769,-0.795128157,0.126967449,0.285703118
RPL34,-2.388110487,-0.261364892,0.10142037,-0.049693852,0.730765599,-0.107151866,0.135159441
ZNF205,2.258285731,-0.453514043,-1.706210177,-1.422471094,1.984333269,-0.364760423,0.942697634
GMFB,-1.432842406,-2.054429458,0.832783721,-0.958596212,-0.164082497,0.262725206,0.022226149
PGGHG,0.869550596,0.47959196,1.353506289,1.394212036,0.512106954,-1.612738195,0.831660629
IAH1,1.161375742,0.54646619,0.49457453,0.826522746,-1.382372637,-1.083914865,-0.535355941
PGK1,-2.174383425,-0.196693458,-0.145462087,-0.495053687,0.998123887,-0.191300856,-0.208033407
LMNB2,0.465675048,-2.85321794,0.725392702,-0.450973098,1.439468791,0.24444713,0.800193997
TRIM54,-2.319847566,-0.033592595,-0.727779943,-0.9646471,-0.175452899,0.229479169,0.166018491
QKI,2.905991657,1.236266834,1.418949133,0.009502529,0.964415639,0.648863353,-0.076369741
BTBD3,2.360380582,-0.579773679,0.062904572,-0.894822614,-0.585379768,0.010539031,0.513532882
SCFD2,-1.202920212,1.056366382,1.053460286,0.701124352,-0.26444418,-0.610728068,-0.514084395
RAI1,1.908020261,-1.503514849,1.461790875,-0.433969875,1.343694469,1.407552944,-0.420055939
CTTNBP2NL,1.791594026,0.367667144,-0.047754871,1.560694192,1.381115592,1.165258928,0.612607418
UNC13C,2.430128249,-0.036117585,-0.428329341,-2.125551685,0.420494912,-0.875823859,-0.461153794
CNIH4,-1.817265101,-0.562926817,-0.094174422,-0.478990288,-0.666991874,-0.105571009,1.234658007
TGIF2,1.679742521,0.243275137,0.604723224,-0.279004441,-0.326409282,0.314411258,-1.209142255
HS6ST2,-0.066208072,-1.301728131,0.703959573,-1.306636937,-0.391816492,-2.43795437,1.101653547
LANCL2,-1.111816816,-0.538394173,0.837817629,0.544451515,0.27954041,1.397331832,-0.233641765
BTBD9,1.284352688,-1.555978627,-0.199475608,0.899343738,0.213495531,1.868793944,-1.069025029
GSPT1,-1.581261854,1.168315841,0.260012827,0.80094664,-0.114717323,0.868034299,0.40920862
ERBB4,2.64506777,1.705023886,0.281295097,-0.369132416,0.322195197,-1.288976719,0.515022514
TNFAIP8,2.056375816,-1.1094282,-0.047406574,1.087244172,-1.253719721,-1.059579529,-1.23957981
RAPGEF2,-0.069163745,-1.994399511,-0.280602334,-1.980090499,0.928927231,1.304444679,0.723841523
GAK,-1.309914489,-0.884380833,0.546419592,-0.791883673,-0.495269603,-0.929250129,-0.710685335
OPCML,1.822562879,0.794030774,-2.326320018,0.372108541,-0.323141769,0.604484783,-0.589624967
TRANK1,0.314584654,-0.893776926,-2.39781834,-0.313129657,1.624788694,-1.488817771,-0.315135204
NECTIN2,2.673415282,0.565126031,-1.389377092,0.572614544,0.325043223,1.415511658,-0.166782865
ERBB2,0.887787906,-0.481902389,-0.82767594,-0.255942992,-0.178235187,-0.066377833,1.685149565
RPL17,-2.473225929,-0.174178312,-0.077682587,0.314165832,0.952720087,-0.347596893,-0.170688244
ITGB1BP1,-2.119591195,-0.114696681,-0.537272901,-0.137518817,0.013532214,0.685601776,-0.308563101
TMEM65,2.744284834,2.003442827,0.642593579,-0.84487808,0.564304543,0.368330643,-0.543818072
BORCS7,-0.196391919,0.493850247,-0.691884954,1.913663661,-1.479115486,-0.339849322,0.076917824
TUBB3,1.11376579,0.861512208,-1.49991518,-0.232508805,2.433166465,-0.012053549,0.611736945
ZNF706,-1.728840735,-2.094392065,0.371817751,-0.361416322,0.079293055,-0.123040617,0.506155776
AP3B2,2.262391516,-0.465019454,-2.351817695,-1.499797753,0.891902668,-0.934732795,0.963117337
NSL1,-1.450235209,-0.656532705,-0.437978178,0.43303275,-0.97361663,-0.559494893,0.970133473
FABP4,1.334683503,-0.674598906,0.521531856,0.950045991,-2.092195539,-0.926022886,-1.10881475
ZNF398,-2.046985385,-0.76395715,0.369805486,-0.766989397,-0.038134897,0.42147009,0.547917907
MPPE1,3.37762422,0.602453796,0.576078611,1.003854794,-0.305239229,-0.290494593,0.358890533
SYT9,0.426702241,0.942960999,-2.521963998,0.086686361,0.110724278,0.946328285,0.60934575
CYS1,0.3481465,1.953954244,-1.52435121,-0.221743319,-0.873551016,0.02545324,0.148105279
TIMM17A,-1.715303441,0.460647302,-0.12051477,-1.980895595,0.563004086,0.309830309,0.362899536
CNR2,1.974367206,-1.296052085,0.375735044,0.388534992,1.736276832,1.13604705,1.513817294
ARMC9,1.406596622,0.221744705,0.69923741,1.573225768,1.381512773,0.911214587,-0.681199804
TUBB4A,1.495149606,0.987799044,-1.849993473,0.475729032,-0.306040957,-1.326536516,0.202423293
SRPK2,-2.198290608,-0.107336728,0.021538351,0.054550779,0.168923354,0.601927489,0.701323761
KCNJ15,1.152058897,-0.325180769,0.48064434,0.883642787,-1.998869903,-0.28884447,-1.709783622
C6ORF226,-2.068399714,1.378224629,-0.665105957,-0.24019751,0.242291519,-0.342941695,0.460292179
MYSM1,-1.550418984,-1.293818871,0.102803807,0.316114695,1.427298155,-1.267582656,-0.78406888
GANC,-0.108459135,-1.19360804,-0.476470324,2.188724812,0.456778758,-0.146856205,-0.62407762
RPL7A,-2.488674413,-0.072387037,0.08278497,0.021203632,0.365064431,-0.175103207,-0.036065604
NCS1,1.188619351,1.396304343,-0.590039874,2.013944797,0.584076719,0.009218907,1.056237126
ATP5MC2,-1.146665696,1.957637168,0.67684196,-0.451164091,0.486634931,0.071852235,-0.095976833
CEBPZOS,-0.118912594,1.442044141,0.508300018,0.304928179,0.41243547,0.406672869,1.152498068
CAV3,-1.307089866,-0.622122822,-0.512432083,0.971518165,0.720419479,-0.562132906,1.10416872
SIM2,0.422336572,-0.973328302,-1.860394183,0.537800672,1.726997818,1.347625364,-1.542100641
PPOX,0.862527887,-2.061975803,0.856062039,-0.904864191,0.985217462,-1.234873126,-0.999954994
SMIM29,2.506512037,0.44724705,-1.573673362,-0.625743926,-0.3995595,0.712083558,-1.153831887
ZNF512,-1.254878738,1.779283142,0.781837482,0.395513529,-0.075061256,-0.102604293,-0.664245825
EI24,-2.36245006,0.391825302,0.042980617,-0.30987654,0.228928884,0.113262509,0.589087671
KCNC3,-0.678137985,0.179291034,-0.639701327,-0.551047603,1.561535551,-0.302272931,2.558244674
HIKESHI,-2.390807282,-0.11603394,-0.198321852,0.106212798,0.208629579,-0.035269545,0.686830872
C5ORF34,-1.511119892,-1.59637103,0.481980002,0.065227782,1.32813632,-1.558531598,-0.574756677
ACTG1,0.609001765,0.35648984,-0.533718189,1.082157594,-1.707885298,1.065118901,-0.388376662
ZFP28,1.73747945,-1.434584932,0.491073663,0.268960132,-1.235368801,0.45159833,-0.706488719
PHACTR2,-0.501869331,0.986339242,-1.748971937,-1.324869955,-1.504993554,0.528113275,-0.353425962
IMPDH2,-2.377014181,-0.130437184,0.077219235,-0.124271487,0.329174876,0.094771047,0.207101012
KLHL24,-0.629839466,2.392241041,0.669135907,0.004981208,-0.248463556,-0.255780816,-0.526054688
HDAC10,-1.428904498,0.163148691,-0.920837012,0.32941586,-0.285054188,0.248802849,-1.184042348
ACADM,2.404728207,1.946385774,1.094652883,-0.797935166,-0.027160463,0.40001731,-0.689165416
CFL2,-1.440987864,-0.778408254,1.401260204,1.078132188,0.91956512,0.626924517,0.11418412
MTAP,-2.213864694,-0.771504208,-0.298262523,0.031527856,-0.780971088,-0.188481872,-0.03538632
ATP11C,1.779737432,-2.028936595,0.079730441,0.697651382,1.105108664,-0.25520227,-1.685193923
KDR,3.141137963,-0.245338891,-0.027116875,-0.931040208,-0.897545146,0.985440853,-0.783104852
UFC1,-2.328789822,0.83760052,-0.071060972,-0.385696118,0.178293139,-0.285136448,-0.342088161
CPED1,-1.384452081,1.475435741,-0.699133262,0.710187589,-0.39129597,-1.062715367,-1.135358518
MRPL42,-1.83324303,1.276893391,-0.637764083,-0.536028441,-0.526303593,0.441203826,-0.420089141
ICA1,1.199613896,-0.36390909,0.794882076,-0.746012831,0.778981641,1.943076521,-0.195883276
CCNI,0.208260941,1.141736892,1.595837333,-0.123961982,-0.778384701,0.505107571,-0.474419263
MANBAL,-1.428864425,0.242095361,-1.247244501,-0.91272585,-1.109114855,0.420230929,-0.989477945
ING2,-2.049291921,-0.778914823,-1.044028138,-0.431948754,0.084953044,-0.148881973,-0.303006003
LRRC40,-2.239369004,-0.549402649,0.406087933,0.303056878,-0.192879297,-0.865215913,-0.384857808
SOX7,1.950626682,0.41925952,-0.187315253,0.021302767,-0.511780987,1.699558902,0.676951711
MAPK3,0.671848742,-0.945211995,-0.350010469,1.917929882,-1.234241803,-0.105915089,-1.680034813
KIF1B,-0.965119982,0.996043254,-0.702590553,0.667332917,0.117198821,1.26565351,-0.208543167
KCNMA1,2.785631109,-1.626474417,1.745955073,-0.00985912,0.811840573,-0.858214676,0.128662032
BBS5,-0.129335326,-1.832191404,-0.858227833,0.299204933,-1.158492313,-0.461081073,0.335251774
CLIP2,2.922426474,0.786743505,-0.562513924,-1.048544591,-0.527844692,0.788555601,-0.229240116
NUMBL,0.603190299,2.331703936,-1.779226419,0.48382909,-0.258777193,-0.060673693,-0.329248181
PSTK,-1.308640856,0.932063404,0.286344743,-1.260528294,0.453433008,-0.183687948,0.487890271
CD300LB,1.929217216,0.871639453,-2.063463695,0.803309239,0.405175128,-0.421975039,1.444277045
NOL7,-2.205026146,0.830067353,-0.171219994,0.69214422,-0.005069696,-0.071237139,-0.070647716
LDHA,-1.738681985,0.45190403,-2.148880648,-0.006513555,0.783351317,0.245004336,-0.271704554
PTPMT1,-1.559711871,1.523401619,-0.416648721,-1.53948502,0.366321494,-0.468735459,0.579702359
C8ORF33,-1.809544403,1.081884002,0.724002884,-0.396821789,-0.753772583,-0.639757224,-0.054364981
SCOC,-2.07647547,-1.457030037,0.189334258,0.634817775,-0.19191623,-0.208153941,-0.03748766
PARP10,3.180977091,-0.968510674,0.218909193,-0.200966557,-0.564223266,0.379982536,-0.122380796
NAA15,-2.33903907,-1.074747383,-0.085026574,-0.028825358,0.200027879,-0.160333358,0.424701353
HACD1,-1.497202119,-0.585979019,-0.811476061,1.553262675,0.943110247,-0.182851006,1.251217915
TMEM117,-1.622657366,-0.278530459,-1.233113957,1.285669586,1.138955484,0.064591568,0.45777846
LUZP2,0.769298262,0.528127399,-0.874969921,-1.081336636,1.935236643,-2.616694805,-0.503438433
RPL27,-2.304913289,0.463376598,0.196571451,0.254552242,0.729693566,-0.194829102,-0.056891338
USP31,-0.67902213,-1.775204991,1.275345218,0.282771251,0.531342931,0.239086045,1.426080417
KRR1,-2.385409586,-0.362842495,-0.082749331,0.46423534,-0.043044901,0.136960377,0.030551815
MAPK1,-2.171291265,0.617278085,0.550234225,0.01175078,0.113351216,-0.447198054,0.842194645
ALG11,-2.136553023,-0.241582478,0.191435405,-0.29786082,-0.479218,0.44474169,-0.107364955
BCL9L,-1.548433522,-0.695345886,-0.199020315,1.369051259,0.463203967,1.193106025,0.432209082
TMED5,-0.485275733,-1.35057934,2.210125467,0.411650085,0.506126807,-0.395998049,0.078444762
STK24,1.946113223,1.068937692,1.255689067,-0.287623773,-0.585906469,0.8076244,1.423335694
CYP26B1,1.204555721,-0.026331351,1.089420268,-1.487110465,-0.874605587,-0.470106031,-1.699521867
DDO,-0.942262736,1.950626445,0.394889874,0.635462039,1.604088702,0.245637122,-0.549312235
WSCD2,1.116215643,-1.292196528,0.735069352,0.688098584,-0.768160317,-2.515187696,0.94707068
B9D2,0.698970093,2.212637003,0.141855468,1.204916791,-0.51806243,-0.584169265,-0.416609653
NMRAL1,-0.39140612,1.025314929,1.701151421,1.695809927,-0.170676862,-0.507961399,-0.061961835
SYNE2,2.927437878,-0.318030428,0.107255815,0.1525668,-0.59514366,0.443684466,-0.822953435
KIAA1549,1.996263144,0.460388153,-0.553761513,0.18128817,-0.192352724,0.839897056,0.489930372
RPS15,-2.338311934,0.628484961,0.030867111,-0.235051479,0.638897499,-0.312017486,0.235930087
LRMDA,1.520780119,2.099250845,0.755016088,0.58249826,0.253542269,-1.550253491,0.165495977
SNU13,-2.479682854,-0.114250744,-0.269626396,0.202056977,0.324312919,-0.26035662,-0.327985168
ZKSCAN7,-2.057137241,-0.01460466,-0.178846296,-0.10766108,-1.06710639,0.259500473,-0.453339548
ARHGAP22,1.439276279,1.930260575,-2.096079306,-0.033924509,-0.236234245,-1.558344318,0.156367432
SNRNP70,-0.255620398,-2.038776344,0.803273531,0.102049741,2.081951311,-0.801021926,-0.009853811
SEMA3E,3.704700108,-0.048319314,0.253309198,-0.539697918,0.587545008,-0.908716826,0.580647969
NUP98,-1.583395695,-0.431857054,-0.125053767,-0.162228659,-0.313606671,1.524159663,0.651661429
AOX1,1.99673355,-1.87160123,1.988712499,0.024592612,-0.301459329,-0.520814919,-0.085232709
COL23A1,2.651266171,0.810823378,1.50917402,0.179647696,1.464973083,0.310022435,-0.845161626
JAZF1,1.070542343,-1.273698382,0.095250191,0.208694886,-1.544775277,-1.149248989,1.352279938
KLHDC3,-0.957601653,2.33844315,-0.589935368,-0.311265103,-0.492837634,0.144713006,0.161378218
CCDC102A,0.060210701,-0.395405106,-1.100063565,0.284052571,-1.734818877,1.119078221,-0.440933154
SOX11,2.457530826,-1.320752808,-0.770368842,0.094306648,0.374704849,-1.645621421,-1.860194246
ZBTB18,-2.018704821,0.017299155,0.22890106,0.30692679,0.22539751,-0.986537718,0.549642795
BRWD3,-0.758906369,-2.703990181,0.13611274,-0.735095019,-0.098492512,0.01183275,0.732992107
CRB1,-0.129312623,1.234933078,-1.284746594,-1.032131198,0.541736487,-0.507133915,-1.727576871
H2AC21,0.565290189,-0.66636813,1.141180291,0.16651508,0.782087731,-0.611972637,-0.823160649
SFXN4,1.426605608,-0.650851145,0.324488543,-1.394348986,0.230064644,0.230574849,0.68470957
TNFRSF11B,2.977521521,1.523448292,-0.595685676,-0.469764496,1.469343903,0.486302062,0.219002769
RNF217,0.029547001,-0.140255888,1.604923022,1.658730202,0.88367901,-0.630355357,1.184936224
CHADL,1.439953883,0.894312993,1.44679494,1.347901741,-0.700497462,0.022451946,-0.238337955
CHCHD1,-1.965036271,0.674753293,1.009982564,-0.265720172,-0.368771789,-0.95892082,0.136764335
PRPF38A,-1.862036322,-0.870749595,-0.139318007,0.585400323,-0.880793748,-0.728105564,-0.331839089
AP3S2,-2.218832707,1.023883529,0.121211714,-0.073711757,-0.211992146,-0.253544403,0.003933612
HSPBP1,-1.641699052,0.346192741,1.310137189,0.095834611,0.288712069,-0.300541296,0.226857203
GPATCH1,-1.849337615,1.065160679,-0.719454371,0.756670056,-0.510867623,-0.732164503,-0.431590409
ALMS1,2.239132909,0.473477218,-1.588699023,-1.202210999,-0.535421853,-0.920106164,-0.433367478
DUSP29,1.090036163,-1.932943556,-0.890263756,0.70047283,-0.563816956,-1.645610116,1.740355037
CDC42EP5,1.607955602,-0.309910513,0.13556749,1.118194369,-0.549167931,1.316910586,-0.979792792
PPCDC,-0.155813954,-1.187833946,1.852688775,-1.50777612,0.692841288,0.552032829,-0.483198047
GPX1,0.086796073,-0.670619093,-0.704210746,1.851835522,0.050922096,-0.41208439,-0.355194606
CHD4,-1.518920137,0.241215521,-1.175535461,-0.872436272,-0.529608542,1.036981912,-0.291054562
SLC24A3,1.49933912,-0.794224005,-0.579302294,0.393458302,-1.673620427,-1.123216837,-1.379992398
PTCD3,1.529886786,0.517970287,2.524557084,-0.748756634,1.203215253,0.35851471,-0.359401055
NLGN1,0.097554937,-0.171785961,-2.144433864,-1.584098746,0.099892405,-1.804371084,-0.227373514
RPL7L1,-1.482835078,-0.21705354,0.597151214,-0.028693845,-0.024988519,0.783459507,0.571769164
CREM,-0.289117366,1.522234771,1.767292306,1.266759967,0.683495457,0.290531544,0.186016956
ZKSCAN8,-2.009407533,-0.5253168,0.065243664,0.524385478,0.41780373,-0.343556414,-0.398888981
DPP3,1.68794118,-2.125782937,-0.157919929,1.084931597,-1.164532307,-0.944300981,0.744413832
SRRM4,3.098005352,-0.597461411,0.740348927,-1.444142098,0.826148836,-0.343496393,0.533708669
PEPD,-0.548330786,0.824915545,-0.447437336,1.954916733,-0.070386763,-0.009164482,-0.777364303
BRPF3,-1.309980238,0.697378341,-0.267277234,0.520087652,-0.010276546,-0.468739432,0.756747851
NR6A1,-1.509024058,1.752937264,0.056563885,0.433290501,0.068722829,0.276550284,-0.805182685
PYM1,-1.862423934,-0.413466032,0.139333485,0.487450806,-0.294464378,0.29278933,-0.614477152
GPN1,-1.477263459,0.531170235,-0.292641843,0.119746434,-0.643799128,0.790001591,0.850850367
TRERF1,2.188847352,0.852340702,-2.302316915,0.611269055,-0.368256057,0.646056465,1.011308299
DZIP3,-0.186967875,-0.393992274,1.239396124,0.895549776,-0.52956151,-0.155560049,-0.220910721
IPCEF1,1.507594793,-1.366194259,-2.228693709,0.572128412,-0.959195333,-0.420996865,-1.445160865
MTX1,0.349091638,0.874134294,2.1489709,-0.314712587,-0.179976556,0.715634136,0.113360387
FBLN2,3.121021069,0.426784793,-1.710134603,0.14788594,-0.327182376,0.669447899,-0.411632376
VRK2,-1.41524469,0.68875706,-0.476069596,0.939022704,-0.172448273,1.159075929,-0.635489863
CNNM2,1.172896234,0.314610643,1.080343596,0.707997418,-1.297719646,-1.445889062,-1.908900076
CADM2,1.658278111,0.942493702,-1.385459364,-0.333150726,1.647212907,-1.623470881,-0.415990127
MOCS1,-0.252257082,0.515339698,2.05232307,0.113103491,-0.186258519,1.185711959,-0.243267524
MED14,-1.181462113,0.651480561,0.458001392,-1.749230039,0.693965681,-0.238921686,1.402815884
CENPJ,0.250833926,0.096146115,-1.436939006,-0.405295622,-0.094304471,1.282504234,-0.033385054
ZFP69,2.201652832,0.256743941,-1.065534774,-1.311617335,-0.902943184,-1.750820321,0.40491361
ARIH2,-2.241141745,1.0881605,-0.460418526,0.072981133,0.109888414,0.075730849,0.074687356
RAB44,1.933674175,-1.667720916,-1.346930865,1.326197123,0.887661383,0.042669108,-0.784840826
IZUMO1,0.667657996,-0.235682201,1.716394276,-0.903645367,2.201375987,0.356483019,-0.43053732
TNNT1,2.559656137,1.616627263,-0.047329557,0.523346968,1.92008834,0.011724712,0.959808775
RAB3IP,0.69319295,0.12164239,0.285301799,1.852383243,1.631446093,1.631091423,-0.044722618
SPATA6L,-1.696473434,0.980328362,-0.615167737,0.073139571,-0.422246364,-0.285075479,-0.518448927
ANO6,0.582111291,-2.601321887,0.698319141,0.821621511,0.090068847,0.702099317,1.106333924
