GeneID,PC1,PC2,PC3,PC4,PC5,PC6,PC7
TSEN15,-1.45184182,-0.100063026,0.658485497,1.357570325,1.659817754,-0.351799125,-0.408109765
EFR3A,-1.414334025,-0.167437306,-0.347232208,1.96521036,0.095626486,0.134339148,-0.454606467
TRAPPC2L,-1.92657815,0.880401949,0.694066474,-0.481797194,0.480740638,-1.304404762,-0.291790371
ACSF3,2.03150523,1.0285249,1.692426522,1.347290248,0.80338066,-0.50548387,-0.849866517
DDX19A,-2.33188118,0.765507591,-0.513182155,-0.195984402,0.043076547,0.001344201,0.282911691
GALNS,1.737273967,1.664186331,-0.275566456,1.079447517,-0.369434212,0.174364189,0.605590066
GATA2,1.595109413,-0.366048427,0.380327557,0.206301762,0.195799491,1.484123788,-0.063352327
C8G,1.542480121,-1.694291692,0.32252851,0.483574932,-0.984040955,-1.058456734,0.624727356
ENTPD2,2.489890348,0.902019206,-0.954517582,0.108894201,-1.031674311,0.700238868,-0.323023826
RABL6,-2.23405187,0.516814523,0.189778331,0.787487881,0.158449932,-0.049565975,-0.033523238
PTGDS,0.086239107,0.317392735,-1.826913615,-1.651810437,1.182883129,-0.702407414,-2.094657142
EDF1,-2.041250137,0.28045206,0.436279474,0.439359508,-0.052996862,0.605322343,-0.071048596
CLIC3,-0.066826037,0.910746029,1.044114983,-0.824377125,-0.696476945,1.041830066,-1.062361302
NPDC1,1.548761389,-0.728731735,1.281521674,0.925220438,0.099965957,0.497485792,-0.881167446
FBXW5,-2.427240706,0.293683252,-0.126764824,0.027670013,0.058590678,0.047763428,-0.139681885
SLC25A13,3.164809403,-0.535427487,1.165503998,-1.427941232,0.700623009,-0.139383021,0.114313567
UBE2I,-1.745501666,-0.017982332,0.821099095,0.733593904,0.035967696,-1.102583713,-0.050391134
TSR3,-2.154614138,-0.171804645,-0.20606014,0.660018406,0.513078513,-0.961395014,0.117121327
UNKL,-0.134902702,0.45605137,1.450789503,1.179869457,1.723017873,0.615016444,0.723735915
LRRK1,2.721530455,1.406939256,-0.082467047,-0.377550366,-1.493911888,-0.165431853,0.244826751
ALDH1A3,1.495703441,-0.878893267,-1.881860587,1.693601613,0.137472972,0.945884976,-0.40344064
ACTN1,3.041520609,1.149341396,-0.78765015,0.089373942,0.954162087,-0.621340159,0.709675324
SIRT2,-2.291446424,1.0258478,-0.406063797,-0.479487581,0.332570272,0.103992205,-0.224428641
HNRNPL,-0.719195204,-0.377896847,1.490259363,0.574090009,0.571776554,0.27660064,-1.741096653
NOLC1,-2.145507937,-0.960197492,0.479319164,-0.59756786,-0.090122892,0.672028625,-0.256642346
CASD1,-1.182529261,0.947548136,1.444500828,0.790242264,-0.212042012,0.093116557,0.843525332
CNKSR3,0.705087396,1.008526435,1.23417006,1.491848463,1.993538865,-0.155299198,-1.05435219
MTMR1,-2.209177803,-0.927519164,0.599389357,0.127049015,0.219983958,0.227378432,-0.517211153
MAP2,1.654865111,0.774992878,-2.383331017,-1.286217077,1.418144906,-1.065952262,-0.125086091
CYP2J2,1.146311073,-1.094267128,-0.382960467,-1.196832868,-0.891592051,-0.444348665,-1.44119939
ABCA1,-0.12132333,-1.900080937,-1.07940052,0.578283071,-1.408182807,-0.943822349,-0.673650028
NIPSNAP3A,1.853144262,-0.044060677,0.594797099,0.811774096,1.353195923,-0.154084692,-1.2298266
LAGE3,-1.999394417,0.652552339,-0.582177114,-0.222487289,-0.42766577,-1.217999965,0.779687085
UBL4A,-2.321050515,-0.888703921,-0.275292126,-0.675019135,-0.086933895,0.031084947,-0.552480141
GDI1,-0.881389217,1.521708432,-0.138627655,-1.15677649,-0.574777768,-0.034971337,-1.065970465
SASH1,3.509064582,-1.028204719,-0.43809612,0.959963329,0.056604414,0.221475795,-0.389669034
GADD45B,-0.930937584,0.810238516,-0.3515756,0.632004639,0.234643435,-1.143579499,-2.397025106
ZDHHC12,-1.414656669,0.830147414,-0.392599577,0.535935601,-0.139146548,-0.23385685,-0.462028537
ENDOG,2.131824078,2.032565202,0.819661039,-0.961974276,0.303816507,-0.215107656,0.133349831
CYBB,1.371267514,-0.249394224,-1.619110986,1.005080331,-1.822448009,0.074923969,0.468828922
GOLGA7,-0.774211004,0.550953274,0.684037551,0.133978631,-0.369680011,0.631610709,1.007494091
XK,-1.332958961,-1.237522727,0.634874383,-0.68747984,-0.859996285,-1.070080025,1.111377992
PCOLCE2,1.033381887,-1.018554904,-2.399967531,0.395864955,-1.115955926,-0.65694724,-0.404261305
CD48,2.861673645,0.165249116,-1.510915712,0.295984528,-0.884869156,-0.252115755,0.898268122
CLPX,-0.467226537,2.080777215,1.21880789,-0.598988452,-0.329926876,-0.476042178,-0.521794587
TRABD,-1.776465463,0.542053758,-0.775041105,-0.475657472,-0.22486195,1.186631371,-0.441289854
DENND6B,-0.324493361,1.601945114,1.411978694,0.980361927,1.106320493,-0.666451104,0.612694914
CD83,2.131684411,-0.086011326,-0.912634119,2.172705314,-0.259190955,-1.304269328,0.343234777
CLTRN,0.50250677,-0.42603212,-1.13052562,0.513636104,-1.354137349,0.780999955,-1.4873072
ACE2,2.350835389,0.847553996,-0.234175117,1.662580109,-0.674017835,0.21315189,0.017136942
ATF6B,0.346208888,-0.905902892,1.59772694,0.676219939,0.239933089,1.45030157,0.024095984
EGFL8,2.845099938,-1.407770423,0.092566871,1.004085307,-0.403381073,0.02298295,-0.295602737
PPT2,-2.056390477,0.729841355,0.010344106,-1.275972259,0.155856508,-0.268624827,0.188181351
PRRT1,2.787825386,-0.237386059,-1.190459344,-1.183852305,1.395623618,-1.302534801,-0.537583087
RNF5,-1.19407388,-0.461719777,0.670487608,-1.40640521,-1.244586303,-0.08781932,-1.055254503
CACFD1,-1.77326977,1.767690707,-0.122763337,-0.118676622,-0.263265288,-0.038248258,-0.16332262
HIVEP2,-1.421132628,1.278817357,-1.368759805,1.163906085,0.717674765,-0.216613858,-0.551779507
ARNT,-1.977929026,0.67523982,-0.287840468,0.044421695,-0.473097443,0.340079456,-0.182324229
ITGA2,1.057866587,-1.062128426,-0.962427228,1.973918243,-1.438858244,-0.973706674,-0.101052215
MOCS2,-2.151808712,0.801508086,0.599596227,-0.121215043,0.390874299,-0.730415176,0.258506207
NAT9,-1.069582539,0.987241536,1.542167171,-0.265199026,-0.684332559,0.402867918,-0.996810797
LPL,3.467905934,0.335587257,1.414412665,-0.134368742,0.873293138,-0.067970459,-0.207254944
ATP6V0E1,-0.149629494,-0.058877676,-0.308739715,1.290981686,-1.37807354,-1.878436544,-0.843452382
ZNF318,-0.885644814,-0.596057217,-0.692167063,-0.109444864,-0.998812459,1.146200989,-0.771147239
SRF,-1.512454541,0.140077207,0.888810281,1.049442421,0.532667432,0.355495329,0.291076724
GATA3,-0.422510918,-0.946666067,-1.297074837,0.248732849,-0.656948886,-1.266974588,-1.944336217
LAMA5,-0.343690764,1.560785022,-0.067832443,-0.239630113,0.637400539,1.301910308,-0.64857155
STEAP2,1.044179325,1.737066109,-1.413065654,-1.474328211,1.217140303,0.948728057,0.011131364
HSPA8,-1.094069206,-1.895726872,1.127481398,-0.5748639,-0.417886782,0.631636,0.149633805
SERAC1,-1.153844654,-0.947585729,0.460803857,0.884485062,0.381324618,0.938961314,1.366174795
PDZD11,-0.77608799,1.170909719,0.214865417,1.098448673,-0.194859884,-2.092064599,-0.537253106
PSMA2,-2.182160988,0.759942278,-0.16540552,0.030635448,-0.478889134,-0.03193987,0.091346767
MRPL32,-2.238254361,0.393579688,0.50527626,0.256295506,0.282578315,-0.211952005,-0.807788416
SETDB1,-0.439320297,-0.150625844,-0.029293823,0.696994726,-1.533090655,1.408295442,0.095423829
ANXA9,1.570924619,-0.363438609,-0.170812652,-0.280665571,1.59678285,1.023534091,-0.397352487
ARNT2,1.955527284,1.858490712,-0.462476019,-1.129558873,-0.01826456,-1.961175408,0.914327475
PRUNE1,-0.925373302,2.264257147,-0.530058399,0.476274036,-0.359726437,-0.156142304,0.237121448
CERS2,0.013882231,0.216488971,1.975180644,1.320531197,-0.867546956,-0.46096182,-0.683236071
CAPZA2,-2.460813963,-0.49797032,-0.809537074,0.011086504,0.46409806,-0.274363896,0.399815898
PLEKHO1,2.417909899,0.361715047,0.140547541,1.243456305,0.163605072,0.578942792,1.692770384
VPS45,-0.798576542,0.461479038,0.279090901,0.175825173,-0.936641134,-0.971353593,0.333847192
PRPF3,-2.199163615,-0.669008198,-0.364081531,0.678545864,0.708153974,-0.071746699,0.805036636
ANP32E,-2.244139164,0.209380404,0.360029067,-0.161281762,-0.611868668,-0.834499178,0.356330183
APH1A,1.096101333,1.293292689,0.405106723,-1.834721107,-0.853220109,0.544635566,0.837220295
TAB2,-2.282554561,0.22821466,-1.28655382,0.016765713,0.059666824,0.348185553,0.016155431
PPIL4,-1.404375484,0.289815174,0.452709556,0.156012886,-0.957182128,-0.272042511,-0.517239188
CNIH1,-1.685926535,-0.440327315,1.404255324,-0.69195925,0.406446234,-0.393630264,1.193201765
EPS8,-0.491602513,0.338699063,-2.263300783,-0.677059963,-1.029958962,0.553311844,-0.623890201
MED22,-0.983186107,1.003807177,-0.127280784,0.134208129,-0.374583511,0.553465744,0.796852622
SURF1,-1.799047773,1.480752444,0.230761031,-0.433855188,0.147029722,-0.095837977,-0.074303259
MED28,-1.819722229,0.128461171,0.349494048,0.760335869,-0.36463119,0.475013382,-0.10717073
QDPR,-0.331577684,-0.326429302,1.547266011,0.559756801,-0.374002708,-1.623268298,1.510414482
TNR,0.582748285,-0.194866602,-2.208619424,-2.222970749,0.616063812,-1.415921246,-0.889701891
SQSTM1,-1.712394408,1.516326642,-0.863921691,-0.482570255,-0.585016094,0.296746483,0.111842431
NFE2L2,-0.147639168,2.664971685,0.384492708,0.513449668,0.642377905,-0.43716565,-0.850949515
RXRG,-2.055154528,-1.661671565,-0.943204392,-0.183477181,0.776178708,-0.29593584,0.314674663
RXRA,-2.468512542,0.237614661,-0.474275493,0.125590281,0.567313369,0.104623188,-0.168776957
ADAMTSL4,2.973827863,1.232978992,0.05223094,-1.795342066,0.257871719,-0.071999627,0.741492089
PRPSAP1,0.489736818,-1.399687878,1.249764531,0.13212294,-0.366884115,0.707392874,-1.36903784
FAM184B,2.202828277,0.463566162,-0.977633481,-1.149985652,0.854209889,-1.795534021,-1.023437708
NCAPG,1.301800932,-1.555075871,-0.73539444,-1.168848837,-1.299361294,0.728555508,0.098885971
LCORL,1.101236447,-2.392921845,1.147865406,0.780630399,1.778346304,-0.110368025,-0.394955108
LTA4H,-1.069564347,-0.664457093,0.57942143,-0.231755465,-0.822482906,0.745290496,0.360582532
DSTN,1.81521874,0.026696759,0.470440861,1.169488023,-1.202872977,-0.300611147,-0.799452363
MACROH2A1,-2.24914465,0.384968896,0.22483494,0.763126717,0.332157521,-0.673955962,-0.524002268
BOLA1,-1.709584446,1.509587058,0.53924176,-0.090980216,-0.214158535,-0.20645498,-0.734272215
CASTOR2,0.603310904,0.753300889,1.586174343,1.694242005,0.017783192,-1.822097329,-0.578358406
FCGR1A,2.605566285,0.093274657,-1.834668669,-0.607788465,-0.309172517,0.009747566,-0.375822076
NCF1,2.07981463,-1.365006382,-0.841112287,1.543878544,0.421892202,-0.189470954,0.446503187
WNT11,2.580060826,0.935954956,-1.132880518,-1.296748112,-1.231107822,0.155159021,-0.028713673
ADSS2,-0.461292451,-0.159478096,0.404035446,-0.610710591,0.109508803,0.104060055,-2.580667431
CACNA1D,0.628942153,-1.890942964,-2.36906828,-0.789158488,0.763078813,-0.18286496,1.153275867
CHDH,0.994349074,-1.288471189,1.855855731,0.705504221,-1.365645834,-1.078060412,-0.541216069
ACTR8,-2.131793513,1.053100034,0.148573576,-0.18526085,-0.289194906,-0.20234359,0.214178228
LRRC27,2.864816338,0.327961963,1.522285677,0.427323512,0.54094939,0.5727255,-0.568258044
STK32C,1.793836058,0.87008604,-0.649497835,0.624758439,-1.066989965,-0.527049983,-0.752616935
FNTA,-2.37935626,-0.026986395,-0.891113121,0.22387213,-0.073534757,0.191941598,-0.235795268
MTREX,-2.334104822,0.699073303,-0.119706425,-0.063957953,0.248958616,0.141950747,-0.243061672
LBP,2.541760329,0.265850344,-1.333747559,1.065597872,-0.076810888,1.45253941,0.347810282
CELSR1,1.379444369,0.073701834,-0.718842809,1.134325917,2.403454196,-0.369436631,-1.385191813
FLI1,2.502002378,1.660464065,-0.558877517,-0.6591506,-0.837689974,0.631047381,-0.3699753
STARD13,1.881564978,1.556893301,0.46645845,1.611094351,-0.427372757,0.295053231,0.108451299
TENM1,0.078823803,-0.160782677,-1.707230917,-1.054860543,1.495372852,-2.438911649,0.134848575
UTP25,-1.517250161,-0.496471744,0.718274642,1.010682084,0.586419195,1.192239708,0.731908008
HSD11B1,1.23980774,0.251882999,-0.637062109,1.120808467,-2.383167363,-0.304434248,-0.203441014
SYT14,2.85421559,-0.867306781,-0.174785645,-0.240433084,-0.074399216,0.427855393,-1.029100718
LONRF3,0.512348233,-2.992447281,0.803518277,-0.397624017,-0.190949712,-0.401049083,0.765440025
ATP5F1E,0.857334631,2.620697973,0.937273462,-0.717826914,0.974999868,0.112611713,0.089300145
NELFCD,-0.646068186,1.509553233,0.400338269,0.79422388,-0.3287606,0.174044887,0.652386151
CTSZ,0.568632023,0.764272516,-1.491295211,0.790114956,-1.144291095,0.584907377,-0.461451116
PRELID3B,1.110793139,-1.844834252,1.625921281,-0.433711448,0.704119709,0.824999815,0.289909976
SERTAD4,2.157249407,0.221474612,-0.882242687,-0.043401619,-1.612267358,0.674584193,1.248736115
UBE2A,-2.064919503,-0.191099216,0.50913512,0.455565178,0.438808066,-0.634205196,-0.190203612
SLC25A5,2.145219255,-1.408350247,1.818669504,-0.993819111,-0.64309629,0.587488342,0.459375243
ATP1B4,2.325746693,2.029243536,-0.005700323,0.063839578,0.147586026,-0.874298198,0.866737991
PPDPF,-1.072388724,1.611358021,0.355705455,0.606646101,-0.931513831,-0.212061711,-0.666627226
KCNQ2,1.008977251,-0.988107635,-1.930840976,-1.622671229,1.352873215,-2.00609317,1.080212295
EEF1A2,-0.894907171,2.454876845,0.213717044,-0.068756372,0.151214355,-0.393435105,0.19980766
PLS3,3.096548188,1.336229738,0.446426522,0.417143023,-0.018667513,0.618658008,0.577956166
MPPED2,2.663467903,0.757166528,0.311376699,-0.407585957,1.488394309,1.690152792,-0.714804772
NKAP,-2.094676856,-0.47239729,-0.649360156,0.025217867,-0.690607532,0.635375336,0.293377223
NDUFA1,1.250272999,2.195709141,0.766103966,-0.382618918,0.854287428,-0.101285256,0.44869609
E2F3,-0.05838801,-1.598749296,-1.850648227,-0.633999102,-0.306619362,1.672916223,-0.214804085
CR1,-1.473806729,-0.672547297,0.90546597,0.367871338,0.053200612,0.173362169,0.602211092
PPFIBP1,-1.479665663,0.890376932,-1.578039973,0.657604058,-0.743826007,0.550409463,-0.094544933
CD46,-0.009036803,-2.581719003,0.226890614,-1.401896918,0.781865576,-1.262912367,-0.346991402
CD34,3.291641262,0.558889028,-0.941759075,1.260512151,-0.040677309,0.323818768,0.017165611
PLGRKT,-0.814337362,-0.899569331,-0.891622011,-0.63545483,0.47900331,0.432101543,-1.566338112
CD274,0.248027185,-0.230335108,1.363462545,-1.677013214,-1.18574478,0.460132618,0.601972784
GTF3A,-2.37624109,-0.577661094,-0.285413498,0.007929758,1.144712437,-0.705718166,-0.378284102
MTIF3,-0.494699596,0.879956554,1.422398084,0.993161505,0.69544021,-1.460787173,-1.518250424
LNX2,1.726615856,-1.117377604,1.073222913,0.209223245,-0.488460845,1.663522353,0.78680103
MAPKAPK2,1.192534537,1.952189086,1.332657114,0.581116862,0.686458673,1.223221617,-0.00195566
LAMP2,0.683542847,0.224691752,2.382027179,-0.047267833,0.803588459,-1.303370274,0.434622624
ATXN10,1.228692882,1.882194,0.676746451,0.899991665,-0.957710341,-0.949706533,0.720233658
FOXRED2,1.746426113,1.36551346,-1.280361893,1.739667637,0.815374756,-0.905469594,0.835998187
EIF3D,-1.88914456,0.939815328,-0.010936191,0.00755299,-0.724288594,0.588864538,0.306683766
H3-3B,-1.615421162,-0.402800646,-0.084185589,-0.337779487,-1.506267633,0.263008685,-0.340710776
NUP50,-2.303714591,-0.555997944,-0.725757164,-0.361914564,-0.276637452,0.166670677,0.371009609
PHF21B,1.685316646,-0.396784549,1.226777003,-2.555880714,0.402403971,-0.215738545,-1.311546627
IFT27,1.468693169,1.789499677,-1.240721441,0.336211323,0.85649038,-1.728787028,-0.382663797
PACSIN2,2.727861427,0.099844146,1.097282908,-1.402351735,-0.327966672,1.18340025,0.519958636
TTLL12,0.531053784,-1.281132978,0.069620596,2.261583654,0.045712394,0.057783454,-0.296289169
BIK,0.513974485,-1.401930755,-0.4603083,-1.292768616,-0.310340091,-0.562461329,-0.261036021
SCUBE1,2.562969892,0.279639537,1.360200199,0.691271589,1.510576018,-0.13002316,-0.566124798
TOX4,-2.387579093,-0.649732727,-0.371068381,-0.517668205,-0.151052339,-0.645642601,0.053965624
MRPS18C,-1.583378038,0.474887786,0.119214502,-0.67655282,0.342874821,-0.023787697,-0.266764192
SULF1,3.200514226,0.679202174,0.400726566,1.305617201,0.700495272,-0.538791133,0.778482909
SRSF6,-0.72440497,-1.345853261,1.04363718,0.81974176,0.480224743,0.702252724,-1.083095122
PLCG1,-0.194349724,-1.66707989,0.068764014,0.081443427,-0.105239751,1.423948487,-1.091588055
KCTD2,0.290215821,-0.185958114,2.20725252,-0.139762461,0.287593946,0.046997815,-1.328798393
KCTD5,-2.024081709,-0.667133108,0.835803049,-0.766601321,0.516613193,-0.403081959,0.234875232
ETAA1,1.897005264,-2.410341432,0.544465926,-0.742666809,-1.013137959,-0.841844926,0.32362624
SDC4,1.339622392,-1.305824511,1.987316621,1.511818223,1.109263201,0.135556621,0.324357457
IL13RA1,1.482291192,-0.879818181,-1.788894853,0.749915288,0.076067305,2.047382354,0.626079905
NBR1,-1.620524908,0.539929062,0.948989357,-0.000845418,-0.754000617,0.365659404,-0.152822966
CYTH1,2.931619345,0.757818853,0.178273357,-1.431933405,0.114091021,0.427334671,1.399702917
RND3,2.97772073,0.280487231,-0.164211741,0.932263512,-1.046740145,-0.429187209,0.415189684
BRCA1,1.059137137,-0.647962313,0.364398441,2.231636702,-0.496557469,-0.779781166,-0.96742425
CNTNAP1,2.599776789,-1.726710916,1.187032971,0.4143483,0.736943864,-1.777431534,0.115826049
NT5C3B,2.055936506,1.615979227,0.129871569,-1.242706858,-0.657986078,0.48716977,-0.385799008
COA3,-0.997931171,1.304582943,0.798431086,-0.179391272,-0.434909313,-1.247576699,0.268747865
MED24,-2.44247147,-0.621393655,0.228684493,0.016058971,0.443543882,-0.26643447,0.01064732
PSMD3,-1.895290563,0.488167546,0.078958601,-0.525081519,-0.972727018,0.145463723,-0.553271089
EXOSC10,-1.653268924,0.495877342,-0.467515921,-0.802591176,-1.028889593,-0.221215292,-0.514211735
GLOD4,-0.524518903,-0.771654705,0.849993297,0.87064922,-1.234088739,0.98985651,0.158926895
VPS53,-2.161957871,-0.73705688,0.006223734,0.389430959,-0.461833513,0.239568689,-0.022111383
TAOK1,0.243577412,0.422731539,1.172154325,0.971257952,-0.35908788,1.883746186,0.246874977
DNTTIP1,-1.889431151,0.537451301,0.338749565,0.71231303,1.160059297,-1.098772637,-0.639238025
TNNC2,-1.822498573,1.325999475,-1.378889211,0.044765348,0.086684799,-0.182854398,0.421216494
ACOT8,-1.035646664,-1.19305685,1.31422252,1.113535938,0.115967495,-0.056681401,-0.383398978
CD300LG,0.663270582,0.170088967,0.177641818,-1.142794138,-1.735840751,0.773066738,-1.424758041
MPP2,1.532953822,-0.296579504,1.660906926,0.64558405,-0.906371507,-1.087633925,-0.395829175
VTN,1.646760252,0.640476604,-0.919088347,-2.134092685,-0.216440231,1.386608842,0.355987634
NLK,-0.883432921,-0.973589661,-0.749920108,2.184770203,0.314095417,0.250214982,-0.790639528
TRAF4,1.336854565,-2.586435659,0.501184754,-1.138154133,-0.986047224,0.342431248,0.106710947
ALDOC,0.720517773,0.607525828,-2.332077355,-0.834968558,1.63146381,-1.35369507,-0.554232228
RPL19,-2.268231869,0.591055838,0.435401585,0.092748944,0.27695082,-0.378635921,0.055909267
NEK8,1.422397883,-1.319086256,-2.237445778,-1.84884789,0.103018184,-0.568287195,-0.364840034
CACNB4,0.659312285,0.250555768,-1.352749955,-0.969546796,2.305527578,-1.506669632,0.958312697
PLXDC1,2.52986849,0.582583019,-0.689710118,-0.453749184,-0.258145495,1.637805217,-0.936043758
ARL5B,-2.175088725,-1.192032168,-0.404288371,0.628636498,0.415130188,-0.057093717,0.102086166
ZNF207,-2.088351407,-0.862950873,0.432199615,0.161893252,0.570911115,0.670197879,0.016124695
PSMD11,-1.74876958,0.220821663,-0.463103285,-0.157004652,-0.968797181,1.178548911,0.355216752
C1QTNF1,0.95974315,0.987537082,-2.218703555,1.133814223,-0.834342518,0.390314209,-0.207434942
TIMP2,0.614281711,0.916845076,-2.332501831,1.558205972,-0.565191279,-0.305067163,0.648986674
ZC3H18,-2.042897752,-0.571290396,0.134678847,0.728674423,-0.038696236,0.909898787,0.192834356
TOP2B,-1.018533769,-2.026216439,0.448598922,0.170390187,0.084038751,0.640531875,0.788152313
RARB,0.05238839,-1.501204015,1.252417408,-1.731072663,-0.061919837,-0.680014923,1.503414466
IGFBP4,1.005349436,-0.332937883,-0.348732067,1.723112335,-2.143906886,-0.183982988,-0.207844929
CDC6,1.664860549,-1.8520568,0.743878674,-1.523446291,1.508142938,0.006418575,-1.705961407
SUZ12,-2.076497731,-1.105275179,1.087277365,-0.521130974,0.157947538,-0.325893509,0.090273642
ATAD5,-0.378333213,-0.992626533,-0.23761287,-0.633110435,-1.904651996,-1.393024197,-0.843324226
CRLF3,0.706013925,-0.591655167,1.205593924,-1.757683143,-1.365770816,0.222837337,-1.538519464
TNFAIP1,-2.430519252,0.36203719,-0.510847133,0.154818799,0.117586199,0.101590153,0.018828137
ABR,2.962536609,0.898268151,1.045183025,-0.347679921,0.603254371,0.201609921,1.151091613
RAB11FIP4,1.134203694,-0.592528835,-2.091325611,-0.800520902,1.517392497,-1.683542261,0.726778994
CD40,0.645304086,-0.690001446,-2.267903233,-0.059489706,-0.705015476,0.153104365,-0.962650702
SLC35C2,-2.326567567,-0.290114829,-0.541016433,0.547868926,0.358938189,0.071750748,-0.462287024
ZNF334,-1.238519984,-0.02816184,-0.27957537,-1.10495929,-1.128566586,0.800297073,0.225532353
ELMO2,-1.692935982,-1.546995152,0.120979719,0.811560767,0.254974572,0.167302935,-0.285001696
WSB1,2.574166901,-2.602766679,0.480573983,-0.190865089,0.809861303,0.143832217,-0.697374025
TTPAL,0.310165282,1.498905649,0.552046785,1.817672506,1.53101421,-0.294613827,0.391074166
RHOT1,-1.973283569,-0.754078576,-1.069056386,-1.092812999,-0.143919204,0.612986864,0.053090303
RHBDL3,1.654661795,-2.835462822,-0.151024578,0.54885144,1.620635809,0.128085544,-0.608290233
ADA,0.005745793,1.425465163,-0.889780208,0.793655895,-1.377218532,0.534018868,-0.380365178
SERINC3,-1.845080481,-0.266661743,0.138936608,-1.296319602,-0.199313877,0.790033649,0.603367765
PGS1,-1.216716838,-0.252595524,1.528006417,0.231846145,-0.634674593,0.69290844,0.482434642
AFMID,-0.307704641,1.056593975,-0.150743166,0.712501606,1.121648521,0.969751063,0.016119561
PIGT,-2.072041302,0.259504261,-0.174893375,0.130368111,-0.825882987,0.156447988,0.568502065
ETV4,1.274495777,0.763529671,1.464776699,-0.455445955,-0.836083022,-0.658407927,0.075686202
DBNDD2,0.433998692,2.170284922,-0.223905472,0.64135826,0.23233642,1.452728924,0.600521756
SLC12A5,0.136764158,0.466112683,-1.948016171,-1.63315932,2.09261804,-1.135507255,-0.372604702
GHDC,1.35672535,-1.936571242,-0.678704543,-2.368361042,-0.172638049,0.219957243,0.435779135
PLTP,2.001517437,0.145854298,-1.647202131,1.583363014,-1.464568803,-0.12788828,0.074749815
SLC12A7,3.314828823,-0.185215703,-0.708569019,0.031159567,-0.632540651,-0.106821055,-1.168444857
CTSA,-1.516267125,1.492027879,0.057240836,0.890253496,0.362021328,-0.550744975,-0.249387362
ZSWIM1,-1.96427526,-0.094977818,-1.122135797,-0.199673458,-0.304311082,0.571694319,1.026258916
SLC12A4,2.999088939,1.782288432,0.548896479,0.346207552,0.468497637,0.531919364,0.170741415
MYO1C,-0.766316854,0.300033053,0.384546358,1.074822578,-0.552834793,1.418848082,0.464049566
CRK,-1.39032303,0.009512407,0.759984166,-0.675595127,0.597365305,1.177327578,1.234898456
COX7C,1.600854215,2.413157166,1.115071937,-0.942604531,0.627195151,0.135220834,0.354102212
PITPNA,-1.390681748,-0.228295896,-1.847639364,0.415482406,1.03897816,1.28803079,-0.066989726
MLX,-2.027944557,-0.111911948,0.410884996,-1.198309343,-0.436823302,-0.194927409,-0.022722006
RETREG3,-1.778847776,0.728888856,0.405022025,-0.2336409,-0.805445028,-0.008402712,-0.045142362
JPH2,-1.763277291,0.701142124,-0.712181717,0.92633629,-0.090752827,-0.594246882,1.1173888
DHX58,2.691595983,-1.614098628,-1.024033302,-1.565776757,-0.996340329,-0.66471587,-0.538126935
RAB5A,-1.970431058,0.795087386,0.822687015,0.171541108,0.008083331,0.085228629,0.411267866
NKIRAS2,0.542812776,2.051243022,0.594009643,-0.426976511,-1.051650667,1.337025779,-0.147060504
PPP2R5C,-1.102553234,0.429935952,-0.21195561,1.230536759,0.248774458,1.111134685,0.085086963
IFT52,-2.194303633,-0.036690874,0.013917723,0.473387584,-0.734195015,0.001962654,-0.086556741
EYA2,0.992282774,1.935550024,-1.265657034,-1.474521445,-1.30331923,-0.486084456,-0.280230852
B4GALT5,-0.5130933,-1.564546158,0.803280293,0.247176909,0.551854362,0.194919707,1.888151802
PTGIS,0.767808405,2.174403149,-0.980390266,0.234432454,-0.899908267,-1.515108834,-0.02517971
CADPS2,1.392036731,-1.280037074,0.178103285,0.667199985,-1.429062342,-0.462902386,-1.006488933
DDX27,-1.65012094,-1.425172405,-0.079360119,0.986340274,-0.605693448,-0.395192783,0.069731178
CYTH3,3.32911376,-0.503179908,-0.54724249,0.782197566,-0.718489534,0.66141792,0.232480673
CYTH4,2.00018467,-1.214702126,-2.067930196,-0.192990861,-0.738539202,1.190671139,0.719050885
RAC3,1.047434553,-0.060709872,-1.539303923,0.464429808,2.315666255,1.699901839,0.250830536
RRP7A,-1.945430403,-1.258434168,0.620354268,0.81313045,1.127198064,-0.336020487,-0.096782845
CYB5R3,2.519375337,0.926179988,0.035889701,0.849192058,-1.344855316,0.268674143,-0.082124294
INTS2,-0.497377507,-2.686296759,0.700399454,0.655609034,0.263955683,-0.282711629,-0.112858556
MED13L,-2.34185364,-0.192060738,-0.579687666,0.142156253,0.107783531,0.432062295,-0.157565189
BAIAP2L2,-0.006650665,1.764079146,-0.989549728,0.193085814,0.531730876,-2.669839751,-0.369638502
MAFK,-0.069964643,2.563877204,0.732590366,0.47846087,0.660860008,0.141973913,-0.313501387
MED1,-1.802074307,-0.827693675,0.51540027,0.001972137,-0.560197017,1.120993115,-0.411483138
ERBB3,2.763704012,1.496204051,0.703859656,-0.946756239,-0.613129144,-0.729644692,0.696621979
STARD3,-0.629266753,2.532513303,-0.183412991,-0.519579449,0.141152349,-0.638541094,-0.497243161
IKZF3,0.590976675,-1.52959766,-1.714113084,1.235258452,1.277220546,0.179145797,-1.561103546
MFNG,1.241058919,-0.993582752,-0.914264747,0.637698721,-1.929439649,-0.576836258,-1.572655467
VMP1,-1.404781352,-1.268190483,0.229504595,-2.235217417,0.027562748,-0.624256472,0.147942852
UCHL5,-2.31205627,0.097462597,-0.210766484,0.106531294,0.145803675,-0.681305127,0.113787025
